gender,age,country,sim_spent,day
F,30,Peru,12.48,wednesday
F,29,Colombia,6.69,thursday
M,34,Peru,7.03,friday
M,32,Peru,9.41,friday
M,31,Colombia,8.83,tuesday
F,33,Spain,7.43,friday
F,33,Colombia,13.57,thursday
F,24,Colombia,10.28,tuesday
M,30,Spain,14.38,friday
M,31,Peru,7.61,tuesday
F,36,Colombia,10.35,wednesday
F,25,Peru,9.61,friday
F,31,Colombia,11.39,friday
F,30,Spain,9.04,friday
M,30,Spain,8.62,wednesday
F,26,Mexico,13.91,tuesday
M,28,Peru,8.68,tuesday
F,33,Peru,10.58,thursday
M,27,Spain,12.28,thursday
F,27,Peru,7.24,wednesday
M,32,Peru,13.31,friday
F,29,Spain,9.41,wednesday
M,27,Colombia,8.44,monday
F,29,Colombia,12.65,monday
M,33,Spain,12.99,monday
M,20,Peru,9.65,monday
F,27,Colombia,11.8,monday
M,34,Spain,8.44,thursday
F,26,Spain,5.48,monday
M,33,Colombia,11.58,wednesday
F,28,Mexico,11.03,monday
M,30,Colombia,11.65,tuesday
F,22,Mexico,7.48,friday
M,35,Mexico,8.31,wednesday
M,30,Peru,9.22,friday
F,29,Peru,9.78,tuesday
M,22,Spain,10.92,wednesday
F,34,Colombia,10.34,monday
F,21,Peru,9.69,wednesday
M,28,Peru,6.23,wednesday
F,35,Mexico,7.71,thursday
F,29,Mexico,10.14,wednesday
F,21,Mexico,8.7,monday
M,30,Mexico,7.35,wednesday
F,29,Peru,12.1,friday
F,26,Spain,9.65,friday
M,31,Mexico,13.37,wednesday
M,22,Mexico,11.51,wednesday
F,32,Spain,10.81,friday
M,34,Spain,10.92,monday
M,28,Mexico,10.78,tuesday
M,32,Peru,8.65,wednesday
F,36,Spain,10.4,wednesday
F,31,Peru,7.53,tuesday
F,31,Mexico,10.87,tuesday
F,29,Colombia,10.16,monday
F,32,Mexico,12.31,thursday
F,26,Spain,9.64,monday
F,26,Peru,11.94,wednesday
F,25,Peru,10.12,tuesday
M,26,Mexico,10.29,tuesday
F,29,Mexico,9.23,wednesday
F,28,Spain,7.05,monday
F,33,Spain,9.96,friday
M,33,Spain,9.21,tuesday
M,28,Peru,9.17,wednesday
F,34,Peru,12.67,friday
M,34,Mexico,13.13,wednesday
F,26,Peru,10.85,friday
M,28,Peru,12.68,monday
F,27,Mexico,10.73,monday
F,32,Colombia,11.66,tuesday
M,30,Spain,9.59,tuesday
F,24,Peru,9.16,friday
F,23,Colombia,9.33,monday
F,34,Peru,7.55,monday
F,33,Mexico,9.01,tuesday
M,30,Mexico,12.02,monday
M,32,Peru,12.98,tuesday
F,39,Peru,9.67,friday
M,27,Spain,12.92,thursday
F,33,Mexico,7.61,monday
M,32,Peru,11.42,wednesday
F,29,Peru,8.0,thursday
F,30,Spain,8.24,tuesday
F,29,Peru,7.66,tuesday
M,34,Mexico,9.85,thursday
M,28,Mexico,12.49,monday
F,29,Spain,7.76,friday
M,30,Mexico,9.36,friday
F,28,Colombia,9.35,thursday
M,31,Colombia,9.53,monday
F,32,Colombia,7.6,friday
F,31,Spain,10.1,tuesday
M,35,Spain,11.78,thursday
F,32,Colombia,11.3,friday
M,25,Peru,8.55,wednesday
M,36,Colombia,10.27,wednesday
M,36,Mexico,12.44,friday
M,25,Spain,10.26,tuesday
F,29,Spain,10.56,friday
F,32,Mexico,10.23,friday
M,31,Colombia,12.99,friday
F,31,Mexico,6.86,tuesday
F,30,Spain,7.44,tuesday
F,34,Colombia,13.76,monday
F,36,Peru,7.1,friday
M,26,Spain,12.67,tuesday
F,34,Colombia,11.77,friday
F,25,Colombia,5.42,monday
M,35,Colombia,8.16,thursday
F,35,Peru,10.27,wednesday
M,30,Mexico,15.4,monday
M,31,Mexico,12.02,thursday
F,34,Spain,12.3,monday
F,29,Spain,8.35,tuesday
F,31,Mexico,6.98,friday
M,36,Spain,9.66,tuesday
F,29,Spain,9.13,thursday
M,26,Mexico,6.29,friday
F,27,Mexico,10.83,thursday
M,28,Spain,11.65,thursday
M,28,Peru,7.02,friday
F,27,Peru,9.21,friday
F,33,Colombia,10.99,friday
F,29,Colombia,11.17,friday
F,24,Colombia,7.53,monday
M,36,Peru,9.16,friday
M,30,Mexico,11.16,thursday
F,32,Spain,9.11,tuesday
M,35,Spain,10.64,monday
M,35,Colombia,10.32,wednesday
M,29,Colombia,9.66,thursday
M,35,Colombia,9.64,friday
F,28,Mexico,10.99,tuesday
F,30,Colombia,10.47,monday
M,29,Colombia,11.14,wednesday
F,16,Mexico,8.09,thursday
M,28,Peru,12.28,monday
F,28,Colombia,10.91,monday
F,28,Colombia,7.84,thursday
M,31,Peru,10.07,wednesday
M,28,Peru,12.45,wednesday
M,34,Mexico,9.54,thursday
F,27,Colombia,10.99,monday
F,30,Peru,9.96,monday
M,28,Mexico,6.54,tuesday
M,26,Peru,11.14,wednesday
M,32,Peru,12.42,monday
M,32,Spain,10.11,tuesday
F,36,Colombia,11.22,tuesday
M,23,Colombia,5.85,tuesday
M,35,Mexico,12.61,wednesday
F,32,Peru,9.79,wednesday
M,33,Spain,9.58,wednesday
F,23,Mexico,10.52,wednesday
F,32,Peru,10.33,thursday
M,30,Mexico,7.59,friday
F,27,Peru,11.98,wednesday
M,27,Peru,10.87,monday
F,30,Peru,9.27,friday
F,27,Mexico,6.6,tuesday
F,32,Spain,10.83,wednesday
F,25,Peru,13.29,wednesday
M,34,Spain,6.19,thursday
M,22,Peru,11.11,monday
M,34,Spain,11.27,wednesday
M,33,Colombia,7.24,wednesday
F,27,Spain,11.53,tuesday
M,35,Spain,8.65,friday
F,26,Mexico,10.93,tuesday
F,34,Spain,4.41,thursday
M,31,Spain,13.2,wednesday
M,26,Mexico,11.66,monday
M,27,Spain,11.5,monday
F,28,Peru,10.63,wednesday
M,34,Spain,7.57,tuesday
F,30,Peru,13.27,friday
M,34,Spain,10.68,thursday
M,31,Colombia,10.35,friday
M,29,Spain,12.06,friday
F,28,Mexico,13.74,wednesday
M,36,Spain,6.07,friday
M,27,Peru,8.91,wednesday
M,33,Mexico,6.94,friday
F,36,Colombia,10.29,thursday
F,20,Mexico,7.38,friday
M,36,Peru,7.85,wednesday
F,35,Peru,6.4,friday
M,28,Mexico,7.37,wednesday
M,32,Spain,7.77,monday
F,33,Mexico,10.97,tuesday
M,30,Colombia,8.79,tuesday
M,24,Mexico,9.91,wednesday
M,32,Colombia,13.19,thursday
M,28,Mexico,10.0,monday
F,29,Colombia,8.68,friday
M,30,Spain,11.78,thursday
F,30,Mexico,9.74,friday
F,28,Colombia,8.81,wednesday
F,33,Peru,7.89,friday
M,30,Peru,6.04,friday
M,27,Peru,9.49,monday
M,32,Mexico,10.68,thursday
F,33,Spain,9.96,friday
F,28,Colombia,10.11,tuesday
M,31,Peru,9.12,wednesday
F,30,Colombia,9.17,monday
F,29,Spain,10.42,thursday
F,30,Mexico,8.18,friday
F,29,Colombia,8.35,friday
F,34,Spain,10.46,wednesday
F,28,Colombia,11.38,tuesday
M,32,Peru,7.61,thursday
F,18,Peru,8.87,wednesday
F,25,Spain,10.75,thursday
M,32,Peru,12.06,tuesday
M,30,Spain,7.09,monday
F,33,Peru,10.99,monday
M,27,Peru,12.17,friday
F,28,Peru,8.37,monday
F,31,Colombia,4.73,wednesday
M,31,Peru,8.01,monday
M,31,Spain,13.25,monday
F,31,Colombia,11.16,thursday
M,32,Colombia,8.39,tuesday
F,36,Spain,8.39,monday
F,32,Colombia,8.94,wednesday
M,36,Spain,11.16,thursday
M,23,Peru,11.18,tuesday
F,31,Colombia,10.44,wednesday
F,32,Spain,10.76,monday
M,37,Mexico,13.59,monday
M,26,Peru,10.65,monday
M,31,Colombia,13.14,thursday
F,36,Colombia,13.14,wednesday
M,36,Peru,12.41,tuesday
M,26,Mexico,11.58,tuesday
F,32,Colombia,9.37,thursday
F,25,Mexico,12.85,tuesday
M,33,Spain,9.7,wednesday
F,29,Colombia,8.93,monday
F,23,Spain,8.42,tuesday
M,26,Colombia,8.88,monday
F,30,Peru,12.23,tuesday
F,32,Spain,10.64,wednesday
M,34,Peru,9.33,monday
M,31,Mexico,10.14,thursday
M,33,Spain,9.34,tuesday
M,29,Peru,11.77,wednesday
F,21,Mexico,9.31,tuesday
F,36,Mexico,6.06,thursday
F,29,Spain,7.0,wednesday
M,38,Mexico,10.36,tuesday
F,44,Spain,10.33,friday
F,34,Mexico,10.19,monday
F,30,Colombia,11.57,thursday
F,30,Spain,13.22,monday
F,30,Peru,9.28,thursday
F,28,Mexico,8.73,thursday
M,28,Peru,10.04,wednesday
F,31,Peru,11.2,wednesday
F,30,Colombia,13.22,tuesday
M,34,Peru,10.98,tuesday
M,31,Peru,11.12,friday
F,29,Peru,10.7,friday
M,35,Mexico,7.49,thursday
M,33,Colombia,13.43,tuesday
M,38,Colombia,9.03,tuesday
M,23,Spain,11.06,monday
F,29,Colombia,9.56,thursday
M,23,Peru,11.59,thursday
M,27,Peru,4.96,wednesday
F,32,Peru,8.77,thursday
F,34,Mexico,7.74,friday
F,30,Spain,10.72,wednesday
F,31,Colombia,8.8,thursday
F,25,Spain,8.17,tuesday
F,30,Spain,12.09,friday
F,30,Colombia,9.95,wednesday
F,28,Colombia,7.42,thursday
F,30,Spain,8.97,friday
M,33,Colombia,10.09,tuesday
F,26,Mexico,10.53,monday
F,30,Mexico,8.1,thursday
M,30,Peru,10.06,thursday
M,34,Spain,7.16,monday
F,23,Peru,11.8,friday
F,32,Colombia,10.66,friday
F,30,Peru,5.92,friday
M,29,Mexico,9.57,thursday
F,30,Mexico,11.34,monday
M,34,Mexico,8.77,thursday
M,29,Colombia,9.1,wednesday
M,32,Spain,10.14,tuesday
F,33,Mexico,10.17,tuesday
M,32,Mexico,8.98,wednesday
M,32,Peru,9.74,wednesday
F,30,Mexico,9.98,wednesday
F,24,Spain,8.79,monday
M,34,Mexico,10.03,tuesday
F,31,Peru,11.3,monday
M,32,Colombia,11.59,tuesday
F,35,Colombia,13.9,thursday
M,29,Peru,11.26,friday
M,31,Spain,10.62,tuesday
M,30,Mexico,9.43,monday
M,29,Peru,8.71,thursday
F,27,Spain,13.79,tuesday
F,34,Mexico,12.58,wednesday
M,27,Peru,13.43,wednesday
M,30,Mexico,8.05,wednesday
M,26,Mexico,7.79,monday
F,29,Colombia,10.27,tuesday
F,28,Spain,10.26,wednesday
F,30,Spain,11.03,monday
M,35,Colombia,7.27,tuesday
F,28,Spain,7.69,wednesday
M,28,Colombia,11.03,wednesday
M,34,Peru,8.64,friday
F,27,Mexico,10.13,thursday
F,25,Spain,9.09,monday
M,20,Mexico,13.17,thursday
M,36,Peru,9.7,friday
F,28,Mexico,9.24,wednesday
F,31,Peru,10.28,monday
F,31,Colombia,10.89,thursday
F,30,Spain,7.64,tuesday
M,30,Mexico,11.42,monday
M,33,Spain,10.28,thursday
M,35,Colombia,12.81,monday
M,33,Spain,8.92,monday
F,28,Colombia,11.86,wednesday
M,30,Spain,8.94,monday
F,30,Colombia,8.27,thursday
M,26,Colombia,7.56,monday
F,29,Colombia,13.38,thursday
M,31,Colombia,9.59,wednesday
F,29,Spain,8.84,wednesday
F,43,Spain,9.01,friday
M,33,Peru,8.6,friday
F,31,Peru,11.39,wednesday
F,32,Mexico,7.85,monday
M,29,Peru,10.39,wednesday
F,38,Colombia,12.61,monday
F,29,Peru,7.71,wednesday
M,37,Colombia,10.99,thursday
M,22,Spain,13.71,monday
M,27,Colombia,9.49,monday
F,31,Peru,11.44,friday
M,34,Peru,9.95,wednesday
F,34,Colombia,8.56,monday
M,30,Peru,12.65,wednesday
F,31,Mexico,10.7,tuesday
M,35,Colombia,9.6,friday
F,26,Spain,13.12,tuesday
F,31,Peru,8.1,monday
M,22,Peru,9.84,friday
M,29,Mexico,9.38,tuesday
F,22,Mexico,8.21,tuesday
M,32,Colombia,11.22,friday
M,34,Colombia,6.0,monday
M,27,Peru,11.74,wednesday
F,33,Colombia,6.12,thursday
M,30,Spain,9.87,tuesday
F,32,Peru,12.27,wednesday
F,31,Colombia,6.72,tuesday
M,26,Mexico,12.15,wednesday
F,33,Colombia,9.22,wednesday
F,28,Spain,9.22,friday
M,31,Peru,10.21,friday
M,32,Mexico,8.23,wednesday
M,29,Colombia,7.64,thursday
F,22,Spain,9.12,tuesday
M,28,Spain,9.38,friday
M,28,Mexico,13.43,tuesday
F,31,Spain,7.6,tuesday
M,24,Peru,10.43,friday
M,39,Colombia,9.25,wednesday
M,27,Mexico,9.26,monday
F,34,Spain,13.72,tuesday
F,33,Spain,9.54,tuesday
M,30,Spain,9.08,wednesday
M,24,Spain,6.3,thursday
F,29,Mexico,10.87,monday
M,25,Spain,16.16,friday
F,34,Mexico,5.43,thursday
M,31,Colombia,9.79,tuesday
F,30,Spain,9.07,monday
F,28,Spain,7.86,tuesday
F,27,Peru,7.05,friday
M,29,Colombia,13.12,monday
M,38,Peru,9.62,tuesday
M,32,Mexico,6.86,friday
F,34,Colombia,11.64,monday
F,33,Spain,12.36,monday
M,29,Colombia,9.88,wednesday
M,29,Peru,9.63,tuesday
M,30,Peru,9.93,friday
M,25,Peru,14.8,tuesday
F,33,Mexico,5.93,wednesday
F,26,Spain,8.29,monday
F,31,Mexico,8.65,monday
M,29,Mexico,10.25,friday
F,30,Spain,11.61,wednesday
F,30,Peru,12.41,monday
M,34,Mexico,11.44,wednesday
F,34,Peru,13.58,friday
M,28,Colombia,11.46,thursday
M,32,Colombia,13.63,wednesday
F,28,Spain,13.28,tuesday
M,30,Spain,9.07,thursday
F,28,Colombia,10.94,tuesday
F,28,Mexico,8.02,tuesday
M,28,Peru,12.85,tuesday
M,26,Colombia,13.14,monday
F,30,Peru,10.4,wednesday
M,27,Colombia,9.1,tuesday
F,28,Spain,11.64,monday
M,30,Peru,12.22,wednesday
F,29,Peru,11.77,thursday
M,25,Spain,7.93,thursday
F,33,Mexico,8.29,wednesday
F,34,Peru,12.34,friday
F,33,Mexico,12.07,monday
M,35,Mexico,9.64,wednesday
F,33,Spain,9.22,friday
F,35,Spain,11.81,tuesday
F,26,Mexico,7.51,monday
F,30,Mexico,12.88,thursday
F,41,Peru,12.95,friday
M,33,Spain,10.1,tuesday
M,27,Peru,13.46,thursday
M,37,Spain,9.26,friday
M,29,Peru,10.58,thursday
F,29,Mexico,10.1,wednesday
M,22,Spain,11.7,wednesday
F,40,Peru,8.52,friday
M,29,Spain,11.74,thursday
F,28,Spain,13.04,thursday
M,27,Colombia,10.07,monday
M,34,Colombia,10.68,thursday
M,27,Colombia,7.74,friday
F,28,Colombia,7.53,friday
M,29,Spain,10.52,tuesday
F,27,Mexico,9.76,monday
M,31,Spain,11.28,monday
F,33,Peru,8.16,tuesday
F,28,Spain,9.73,thursday
F,34,Mexico,8.25,wednesday
F,35,Colombia,14.25,wednesday
F,31,Spain,8.66,monday
M,30,Spain,10.34,thursday
M,23,Peru,10.85,tuesday
F,30,Colombia,6.08,thursday
F,27,Colombia,7.75,wednesday
M,31,Colombia,7.54,monday
M,29,Peru,10.49,tuesday
M,30,Peru,10.54,monday
F,30,Peru,10.83,friday
F,33,Peru,8.22,friday
F,27,Colombia,3.18,thursday
F,30,Peru,10.81,monday
M,39,Spain,8.28,thursday
M,26,Colombia,11.04,friday
M,30,Peru,7.79,thursday
F,25,Mexico,11.92,friday
F,33,Colombia,12.16,wednesday
M,27,Spain,11.96,thursday
M,28,Colombia,13.57,wednesday
F,20,Colombia,4.71,monday
F,32,Spain,10.19,tuesday
F,28,Peru,10.3,wednesday
F,27,Spain,7.85,thursday
F,33,Peru,6.36,tuesday
F,27,Peru,11.09,wednesday
M,30,Peru,8.67,tuesday
M,28,Spain,9.5,thursday
M,24,Spain,11.04,monday
F,34,Peru,10.48,tuesday
F,31,Peru,11.47,wednesday
M,31,Colombia,11.51,tuesday
F,22,Mexico,8.99,tuesday
F,30,Colombia,10.19,wednesday
F,32,Colombia,10.5,wednesday
F,29,Spain,10.02,wednesday
F,23,Peru,8.32,thursday
F,28,Peru,13.8,thursday
M,26,Mexico,11.64,tuesday
F,25,Peru,7.52,tuesday
F,33,Colombia,8.02,thursday
M,27,Mexico,10.72,thursday
M,31,Colombia,10.63,tuesday
M,27,Colombia,6.85,monday
F,34,Peru,14.24,monday
F,29,Colombia,7.39,tuesday
F,28,Colombia,8.98,monday
F,34,Spain,10.44,wednesday
M,33,Colombia,13.21,tuesday
F,26,Colombia,8.95,tuesday
M,30,Colombia,10.64,tuesday
M,32,Spain,10.29,friday
M,23,Colombia,9.14,tuesday
F,28,Colombia,11.85,wednesday
F,36,Peru,8.16,wednesday
F,35,Mexico,9.34,thursday
F,33,Mexico,8.22,thursday
M,25,Mexico,9.4,friday
M,23,Spain,10.87,wednesday
M,34,Colombia,10.33,wednesday
F,24,Peru,9.07,monday
M,28,Colombia,9.49,friday
M,27,Colombia,8.02,friday
F,25,Spain,13.42,friday
F,31,Mexico,10.99,wednesday
M,27,Peru,3.96,thursday
F,32,Mexico,9.3,tuesday
M,28,Spain,9.13,monday
M,22,Mexico,10.44,friday
F,33,Spain,13.3,tuesday
M,28,Peru,10.84,wednesday
F,30,Mexico,8.05,tuesday
M,31,Peru,10.57,wednesday
M,28,Colombia,9.03,tuesday
F,34,Peru,8.3,wednesday
F,31,Mexico,8.11,wednesday
M,30,Spain,12.29,monday
M,27,Mexico,11.26,tuesday
F,27,Mexico,7.38,friday
F,30,Mexico,6.81,thursday
F,27,Mexico,12.74,friday
M,23,Mexico,9.04,friday
F,35,Mexico,15.06,thursday
F,33,Spain,8.24,friday
F,27,Mexico,7.32,monday
F,32,Spain,8.85,friday
F,25,Spain,11.84,wednesday
F,29,Mexico,5.54,thursday
M,31,Spain,11.53,wednesday
F,21,Spain,12.49,wednesday
M,27,Mexico,10.42,tuesday
M,30,Spain,10.12,monday
M,32,Peru,9.84,thursday
F,21,Spain,8.74,wednesday
F,25,Spain,14.57,friday
M,26,Peru,12.38,monday
F,28,Mexico,9.12,monday
M,37,Peru,9.66,thursday
M,31,Spain,8.29,thursday
F,31,Mexico,10.25,wednesday
M,29,Colombia,9.25,friday
F,30,Colombia,9.08,wednesday
M,30,Mexico,9.7,friday
F,36,Peru,8.33,friday
M,38,Mexico,8.12,thursday
F,34,Colombia,11.87,wednesday
F,35,Colombia,8.68,thursday
M,33,Spain,9.21,thursday
M,33,Peru,8.17,thursday
M,27,Spain,12.17,friday
F,28,Peru,8.84,thursday
F,24,Spain,10.48,monday
F,36,Spain,10.67,friday
F,25,Mexico,11.09,monday
F,26,Mexico,7.69,tuesday
F,37,Spain,11.17,monday
M,33,Mexico,11.52,friday
M,21,Mexico,10.26,wednesday
M,32,Mexico,11.19,thursday
F,30,Colombia,7.27,friday
M,39,Colombia,9.83,wednesday
M,38,Peru,8.91,thursday
F,28,Spain,5.65,monday
M,36,Colombia,12.1,tuesday
F,39,Mexico,7.68,wednesday
F,36,Mexico,9.94,wednesday
F,27,Mexico,8.75,monday
M,33,Spain,9.7,tuesday
F,39,Colombia,5.76,tuesday
F,24,Mexico,8.93,wednesday
M,26,Spain,10.15,monday
M,34,Spain,11.05,tuesday
M,25,Colombia,9.63,tuesday
M,32,Peru,11.62,friday
M,29,Spain,8.82,monday
F,29,Colombia,9.23,friday
F,29,Peru,11.23,wednesday
F,32,Mexico,11.17,friday
M,28,Colombia,12.31,wednesday
M,28,Spain,6.91,wednesday
F,33,Peru,10.43,wednesday
F,30,Mexico,9.29,wednesday
F,31,Colombia,12.96,wednesday
M,36,Colombia,11.38,thursday
F,25,Peru,13.31,monday
M,31,Spain,7.88,tuesday
F,33,Mexico,8.73,monday
F,29,Spain,10.48,tuesday
F,31,Peru,10.88,thursday
F,28,Mexico,8.32,thursday
M,24,Peru,7.11,thursday
M,30,Mexico,9.18,monday
F,31,Mexico,9.15,friday
M,29,Peru,9.97,thursday
M,23,Peru,8.01,thursday
M,29,Mexico,7.8,tuesday
M,35,Peru,10.58,wednesday
M,29,Spain,8.49,thursday
F,31,Peru,7.54,monday
F,39,Peru,9.71,tuesday
F,28,Spain,7.02,thursday
M,35,Mexico,12.43,friday
M,27,Colombia,8.42,wednesday
M,28,Peru,11.1,tuesday
F,29,Mexico,9.04,friday
F,34,Spain,12.75,thursday
M,29,Peru,12.38,wednesday
F,25,Peru,10.82,friday
F,33,Peru,10.82,friday
M,32,Peru,10.05,thursday
F,29,Spain,9.53,tuesday
F,29,Peru,5.14,thursday
F,30,Spain,9.62,friday
F,29,Colombia,9.5,thursday
M,34,Colombia,12.85,wednesday
F,32,Colombia,13.06,tuesday
F,31,Peru,12.17,friday
F,31,Mexico,13.34,tuesday
M,22,Peru,8.32,friday
F,26,Mexico,10.97,friday
M,29,Colombia,9.09,tuesday
M,28,Mexico,8.45,friday
M,26,Spain,12.71,tuesday
F,26,Mexico,11.64,wednesday
M,31,Peru,7.51,friday
M,28,Peru,12.05,tuesday
F,31,Spain,12.04,wednesday
F,34,Peru,7.48,friday
F,35,Mexico,12.36,friday
F,35,Peru,6.44,tuesday
M,32,Mexico,9.72,friday
M,26,Spain,8.96,friday
F,32,Mexico,10.73,friday
M,30,Colombia,7.62,monday
F,32,Peru,9.06,monday
F,28,Mexico,11.27,tuesday
F,26,Spain,11.82,monday
M,28,Mexico,10.03,monday
M,29,Colombia,6.81,tuesday
M,29,Mexico,10.97,friday
F,19,Colombia,10.82,tuesday
F,31,Peru,11.08,monday
M,30,Colombia,12.13,friday
M,23,Peru,8.14,thursday
F,26,Peru,8.01,thursday
M,28,Peru,9.79,monday
M,25,Spain,11.0,thursday
F,33,Colombia,12.29,tuesday
F,33,Mexico,11.4,tuesday
M,31,Colombia,11.06,tuesday
M,33,Colombia,11.43,thursday
M,29,Peru,12.71,wednesday
M,27,Colombia,8.46,tuesday
M,29,Peru,7.84,thursday
F,27,Peru,5.9,thursday
M,22,Colombia,10.07,wednesday
M,25,Mexico,8.53,monday
F,33,Peru,9.08,friday
F,32,Mexico,9.33,monday
M,36,Peru,11.24,wednesday
M,35,Peru,7.67,wednesday
M,30,Peru,8.48,monday
M,35,Spain,9.5,wednesday
F,33,Mexico,12.52,monday
F,29,Peru,8.79,wednesday
F,29,Spain,10.87,thursday
M,31,Peru,7.62,monday
F,33,Spain,9.73,tuesday
M,24,Spain,16.43,thursday
M,36,Spain,10.21,tuesday
F,31,Peru,12.19,thursday
M,22,Mexico,11.16,thursday
M,30,Mexico,9.87,tuesday
F,34,Peru,8.09,wednesday
M,25,Colombia,7.41,wednesday
M,33,Colombia,9.83,tuesday
M,31,Spain,7.87,friday
M,31,Colombia,8.0,thursday
M,33,Colombia,11.72,thursday
M,38,Colombia,7.13,thursday
F,28,Mexico,12.39,thursday
F,30,Mexico,10.15,wednesday
F,27,Spain,15.79,thursday
F,36,Colombia,12.18,friday
M,33,Peru,13.99,tuesday
M,33,Spain,12.56,wednesday
F,30,Peru,8.07,tuesday
M,30,Colombia,4.54,monday
M,34,Peru,13.97,wednesday
M,30,Peru,11.37,friday
F,29,Colombia,9.8,thursday
F,32,Spain,11.97,wednesday
M,27,Peru,7.8,tuesday
F,30,Mexico,8.27,wednesday
F,35,Mexico,10.11,wednesday
M,26,Mexico,12.21,tuesday
F,27,Colombia,8.7,wednesday
F,23,Mexico,12.64,monday
M,30,Mexico,9.0,monday
F,29,Peru,11.87,monday
M,32,Mexico,9.5,tuesday
M,30,Colombia,7.06,wednesday
M,31,Peru,10.08,monday
M,28,Colombia,13.55,thursday
F,33,Mexico,10.56,tuesday
M,28,Peru,13.12,tuesday
M,34,Colombia,7.35,tuesday
F,27,Colombia,7.38,tuesday
F,35,Colombia,10.32,tuesday
M,31,Mexico,13.33,wednesday
M,30,Spain,10.53,friday
M,34,Colombia,6.02,friday
F,27,Spain,11.07,thursday
M,30,Spain,8.68,monday
M,33,Peru,13.72,tuesday
M,35,Peru,10.37,friday
F,29,Colombia,8.98,thursday
M,35,Peru,8.74,monday
F,28,Mexico,11.35,thursday
M,29,Peru,11.07,wednesday
M,31,Spain,9.49,wednesday
F,33,Mexico,8.36,monday
M,24,Colombia,10.82,monday
F,38,Colombia,12.33,thursday
F,30,Peru,10.56,wednesday
F,34,Colombia,10.15,wednesday
M,33,Mexico,12.12,monday
M,34,Mexico,6.4,tuesday
M,31,Colombia,13.37,thursday
M,26,Peru,10.88,friday
M,28,Spain,8.35,friday
F,32,Colombia,10.44,tuesday
M,30,Peru,9.69,wednesday
F,34,Mexico,10.71,monday
M,33,Mexico,10.53,friday
F,30,Mexico,14.81,wednesday
M,32,Peru,10.86,wednesday
F,34,Mexico,8.37,monday
F,31,Peru,8.54,tuesday
M,33,Peru,8.49,wednesday
F,39,Spain,9.09,wednesday
F,35,Spain,12.86,friday
F,33,Colombia,8.17,friday
M,35,Peru,11.57,monday
F,30,Spain,14.4,wednesday
F,35,Colombia,9.41,tuesday
F,28,Colombia,11.38,wednesday
M,34,Mexico,10.25,tuesday
M,26,Mexico,10.06,wednesday
M,32,Peru,12.7,thursday
F,35,Colombia,12.32,thursday
F,32,Colombia,9.53,wednesday
M,35,Mexico,10.6,friday
F,36,Colombia,7.51,tuesday
M,29,Colombia,9.05,wednesday
M,32,Colombia,15.68,monday
F,30,Mexico,10.33,friday
M,24,Colombia,10.59,friday
M,31,Mexico,9.27,thursday
M,31,Mexico,12.55,thursday
M,24,Spain,11.34,friday
F,29,Peru,7.08,thursday
F,30,Mexico,8.99,thursday
M,34,Colombia,9.43,friday
F,31,Colombia,10.31,wednesday
M,33,Spain,7.44,tuesday
M,32,Colombia,10.09,wednesday
M,20,Spain,9.15,wednesday
F,29,Peru,12.1,tuesday
F,34,Spain,14.29,monday
M,30,Spain,10.9,friday
M,31,Peru,10.14,thursday
M,26,Peru,9.2,thursday
M,37,Spain,11.93,friday
F,30,Mexico,8.08,thursday
F,31,Spain,9.24,thursday
M,34,Spain,10.11,friday
F,30,Spain,8.13,tuesday
M,38,Colombia,9.08,tuesday
F,25,Mexico,13.42,monday
F,30,Colombia,6.3,friday
M,29,Colombia,11.08,friday
F,34,Peru,11.76,friday
F,36,Spain,8.35,tuesday
F,31,Mexico,6.86,tuesday
F,33,Peru,13.49,thursday
M,33,Colombia,10.82,thursday
M,26,Peru,11.29,friday
M,23,Colombia,7.81,monday
F,30,Peru,8.21,friday
M,30,Peru,9.41,wednesday
F,35,Colombia,6.8,friday
M,37,Mexico,10.9,wednesday
F,30,Mexico,8.78,friday
F,28,Colombia,9.59,monday
M,29,Colombia,9.09,tuesday
F,30,Mexico,9.76,monday
F,31,Spain,6.77,friday
M,31,Mexico,7.99,wednesday
M,29,Colombia,11.19,monday
M,31,Mexico,6.73,tuesday
M,30,Spain,9.38,thursday
M,28,Mexico,11.36,tuesday
M,35,Peru,10.04,thursday
M,32,Peru,7.82,friday
F,30,Spain,12.27,tuesday
M,26,Mexico,12.56,monday
F,33,Mexico,8.05,friday
F,26,Spain,8.36,tuesday
M,36,Peru,13.51,thursday
F,31,Mexico,9.63,wednesday
F,21,Peru,9.73,tuesday
M,26,Colombia,8.8,tuesday
F,33,Peru,10.84,friday
F,28,Spain,9.81,thursday
M,26,Peru,10.61,friday
F,29,Peru,8.49,friday
M,33,Colombia,10.96,monday
M,29,Spain,6.9,monday
M,23,Spain,12.41,friday
F,28,Spain,10.95,monday
F,25,Spain,10.28,wednesday
F,30,Peru,9.33,tuesday
F,32,Spain,12.9,friday
F,30,Spain,9.58,monday
F,30,Colombia,8.02,friday
M,38,Mexico,10.09,tuesday
F,26,Spain,11.82,friday
M,29,Mexico,9.21,friday
M,36,Spain,7.92,friday
M,34,Spain,11.2,thursday
F,32,Peru,9.03,tuesday
F,40,Peru,8.97,tuesday
F,31,Colombia,12.07,tuesday
F,31,Peru,9.94,monday
F,30,Peru,7.4,friday
